record_type,scheme,training_seed,accuracy,macro_f1,mae,auc,sensitivity,specificity,fold,train_n,eval_n,train_minutes,majority_acc,accuracy_std,macro_f1_std,mae_std,auc_std,sensitivity_std,specificity_std
final,M+MR,all,0.7677286432160804,0.7496896457893191,0.23227135678391955,0.8243722500367211,0.8318494824292504,0.6649692412850307,,,,,,0.008045042512162365,0.011505673751428245,0.00804504251216237,0.006600940010483546,0.01767332449856099,0.044541172987517086
fold_raw,M+MB+MR,42,0.745,0.7206933377146143,0.255,0.8111075915953965,0.8455284552845529,0.5844155844155844,1.0,796.0,200.0,4.39,0.615,,,,,,
fold_raw,M+MB+MR,42,0.7738693467336684,0.7512569095302908,0.22613065326633167,0.8159995741962954,0.8770491803278688,0.6103896103896104,2.0,797.0,199.0,4.51,0.6130653266331658,,,,,,
fold_raw,M+MB+MR,42,0.7537688442211056,0.7444505595303614,0.24623115577889448,0.8485735575899511,0.7704918032786885,0.7272727272727273,3.0,797.0,199.0,4.5,0.6130653266331658,,,,,,
fold_raw,M+MB+MR,42,0.7688442211055276,0.7539247311827957,0.23115577889447236,0.8140778776208815,0.8211382113821138,0.6842105263157895,4.0,797.0,199.0,4.46,0.6180904522613065,,,,,,
fold_raw,M+MB+MR,42,0.7989949748743719,0.7848648648648648,0.20100502512562815,0.837665810868635,0.8536585365853658,0.7105263157894737,5.0,797.0,199.0,4.5,0.6180904522613065,,,,,,
fold_raw,M+MB+MR,3407,0.76,0.7395833333333333,0.24,0.7834441980783443,0.8455284552845529,0.6233766233766234,1.0,796.0,200.0,4.43,0.615,,,,,,
fold_raw,M+MB+MR,3407,0.7638190954773869,0.7479043691544702,0.23618090452261306,0.7785288482009793,0.8278688524590164,0.6623376623376623,2.0,797.0,199.0,4.48,0.6130653266331658,,,,,,
fold_raw,M+MB+MR,3407,0.7386934673366834,0.7232563115104835,0.2613065326633166,0.8113689589099425,0.7950819672131147,0.6493506493506493,3.0,797.0,199.0,4.45,0.6130653266331658,,,,,,
fold_raw,M+MB+MR,3407,0.7738693467336684,0.7544220485396955,0.22613065326633167,0.8313008130081301,0.8536585365853658,0.6447368421052632,4.0,797.0,199.0,4.47,0.6180904522613065,,,,,,
