record_type,channel,training_seed,accuracy,macro_f1,mae,adjacent_error_rate,far_error_rate,fold,train_n,eval_n,majority_acc,train_minutes,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,precision_2,recall_2,f1_2,precision_3,recall_3,f1_3,precision_4,recall_4,f1_4,accuracy_std,macro_f1_std,mae_std,adjacent_error_rate_std,far_error_rate_std
fold_raw,MR,2026,0.4120603015075377,0.35557732561880095,0.7336683417085427,0.457286432160804,0.1306532663316583,4.0,797.0,199.0,0.3316582914572864,2.33,0.25,0.14285714285714285,0.18181818181818182,0.4444444444444444,0.32,0.37209302325581395,0.29545454545454547,0.29545454545454547,0.29545454545454547,0.4175824175824176,0.5757575757575758,0.4840764331210191,0.5238095238095238,0.38596491228070173,0.4444444444444444,,,,,
fold_raw,MR,2026,0.49246231155778897,0.3956808004581191,0.6532663316582915,0.39195979899497485,0.11557788944723618,5.0,797.0,199.0,0.32663316582914576,2.34,0.0,0.0,0.0,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.4838709677419355,0.6666666666666666,0.5607476635514018,0.49230769230769234,0.49230769230769234,0.49230769230769234,0.5416666666666666,0.4482758620689655,0.49056603773584906,,,,,
seed_summary,MR,42,0.46288442211055275,0.38667850028829187,0.6736030150753769,0.42572361809045234,0.111391959798995,,,,,,,,,,,,,,,,,,,,,0.04084595092882668,0.03991594133358113,0.052373778519862066,0.048591251210476576,0.03210361002633209
seed_summary,MR,3407,0.4719045226130653,0.42859547158723543,0.6636482412060302,0.42065326633165834,0.10744221105527638,,,,,,,,,,,,,,,,,,,,,0.02498650174722142,0.03709080624942214,0.028286940560755577,0.025792898328840724,0.01660255042726513
seed_summary,MR,2026,0.43777889447236185,0.37368221058887374,0.7418643216080402,0.41970351758793967,0.1425175879396985,,,,,,,,,,,,,,,,,,,,,0.034007746990684935,0.017018371953468902,0.06960947331928669,0.034354996377772534,0.033624851908852706
final,MR,all,0.45752261306532666,0.3963187274881337,0.6930385259631491,0.42202680067001674,0.12045058626465661,,,,,,,,,,,,,,,,,,,,,0.01768336424941517,0.028697857824530652,0.042576321130000844,0.003236564528798345,0.019212354123827515
fold_raw,MUV,42,0.4,0.31898719391525654,0.83,0.405,0.195,1.0,796.0,200.0,0.325,2.32,0.0,0.0,0.0,0.37037037037037035,0.4166666666666667,0.39215686274509803,0.2619047619047619,0.24444444444444444,0.25287356321839083,0.5,0.4153846153846154,0.453781512605042,0.4507042253521127,0.5517241379310345,0.49612403100775193,,,,,
fold_raw,MUV,42,0.457286432160804,0.37142133848844705,0.6934673366834171,0.4120603015075377,0.1306532663316583,2.0,797.0,199.0,0.32663316582914576,2.35,0.2,0.14285714285714285,0.16666666666666666,0.5555555555555556,0.2,0.29411764705882354,0.3111111111111111,0.3111111111111111,0.3111111111111111,0.4935064935064935,0.5846153846153846,0.5352112676056338,0.5238095238095238,0.5789473684210527,0.55,,,,,
fold_raw,MUV,42,0.47738693467336685,0.43079481223383664,0.6482412060301508,0.41708542713567837,0.10552763819095477,3.0,797.0,199.0,0.32663316582914576,2.33,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5,0.32,0.3902439024390244,0.5,0.4,0.4444444444444444,0.4235294117647059,0.5538461538461539,0.48,0.5636363636363636,0.543859649122807,0.5535714285714286,,,,,
fold_raw,MUV,42,0.4271356783919598,0.3267575687870477,0.7487437185929648,0.4271356783919598,0.1457286432160804,4.0,797.0,199.0,0.3316582914572864,2.35,0.0,0.0,0.0,0.32,0.32,0.32,0.3111111111111111,0.3181818181818182,0.3146067415730337,0.4745762711864407,0.42424242424242425,0.448,0.5,0.6140350877192983,0.5511811023622047,,,,,
fold_raw,MUV,42,0.4221105527638191,0.3649187753826929,0.7587939698492462,0.4371859296482412,0.1407035175879397,5.0,797.0,199.0,0.32663316582914576,2.34,0.1111111111111111,0.14285714285714285,0.125,0.42857142857142855,0.375,0.4,0.3076923076923077,0.35555555555555557,0.32989690721649484,0.4626865671641791,0.47692307692307695,0.4696969696969697,0.54,0.46551724137931033,0.5,,,,,
fold_raw,MUV,3407,0.435,0.3279370602060596,0.785,0.4,0.165,1.0,796.0,200.0,0.325,2.35,0.0,0.0,0.0,0.5,0.375,0.42857142857142855,0.35294117647058826,0.13333333333333333,0.1935483870967742,0.42,0.6461538461538462,0.509090909090909,0.5,0.5172413793103449,0.5084745762711864,,,,,
fold_raw,MUV,3407,0.4321608040201005,0.3494542440641607,0.7989949748743719,0.3969849246231156,0.1708542713567839,2.0,797.0,199.0,0.32663316582914576,2.33,0.0,0.0,0.0,0.55,0.44,0.4888888888888889,0.3902439024390244,0.35555555555555557,0.37209302325581395,0.43902439024390244,0.27692307692307694,0.33962264150943394,0.44086021505376344,0.7192982456140351,0.5466666666666666,,,,,
fold_raw,MUV,3407,0.41708542713567837,0.3765059367075166,0.7487437185929648,0.457286432160804,0.12562814070351758,3.0,797.0,199.0,0.32663316582914576,2.34,0.2,0.2857142857142857,0.23529411764705882,0.38095238095238093,0.32,0.34782608695652173,0.3404255319148936,0.35555555555555557,0.34782608695652173,0.4,0.49230769230769234,0.4413793103448276,0.6097560975609756,0.43859649122807015,0.5102040816326531,,,,,
fold_raw,MUV,3407,0.4120603015075377,0.3356324333319091,0.7537688442211056,0.4321608040201005,0.15577889447236182,4.0,797.0,199.0,0.3316582914572864,2.33,0.0,0.0,0.0,0.5294117647058824,0.36,0.42857142857142855,0.2982456140350877,0.38636363636363635,0.33663366336633666,0.4142857142857143,0.4393939393939394,0.4264705882352941,0.5,0.47368421052631576,0.4864864864864865,,,,,
fold_raw,MUV,3407,0.4371859296482412,0.36253387479393673,0.7437185929648241,0.4371859296482412,0.12562814070351758,5.0,797.0,199.0,0.32663316582914576,2.34,0.2,0.14285714285714285,0.16666666666666666,0.38461538461538464,0.4166666666666667,0.4,0.34782608695652173,0.17777777777777778,0.23529411764705882,0.449438202247191,0.6153846153846154,0.5194805194805194,0.5,0.4827586206896552,0.49122807017543857,,,,,
fold_raw,MUV,2026,0.425,0.38036922015182884,0.75,0.43,0.145,1.0,796.0,200.0,0.325,2.34,0.375,0.375,0.375,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.2777777777777778,0.1111111111111111,0.15873015873015872,0.41739130434782606,0.7384615384615385,0.5333333333333333,0.5135135135135135,0.3275862068965517,0.4,,,,,
fold_raw,MUV,2026,0.44221105527638194,0.3837756103545577,0.7638190954773869,0.4020100502512563,0.15577889447236182,2.0,797.0,199.0,0.32663316582914576,2.35,0.1111111111111111,0.14285714285714285,0.125,0.5789473684210527,0.44,0.5,0.3870967741935484,0.26666666666666666,0.3157894736842105,0.417910447761194,0.4307692307692308,0.42424242424242425,0.4931506849315068,0.631578947368421,0.5538461538461539,,,,,
fold_raw,MUV,2026,0.4371859296482412,0.4021322287885184,0.6934673366834171,0.45226130653266333,0.11055276381909548,3.0,797.0,199.0,0.32663316582914576,2.33,0.2222222222222222,0.2857142857142857,0.25,0.42857142857142855,0.36,0.391304347826087,0.35,0.4666666666666667,0.4,0.4126984126984127,0.4,0.40625,0.6304347826086957,0.5087719298245614,0.5631067961165048,,,,,
fold_raw,MUV,2026,0.4020100502512563,0.36318698399892424,0.8391959798994975,0.4271356783919598,0.1708542713567839,4.0,797.0,199.0,0.3316582914572864,2.33,0.2,0.14285714285714285,0.16666666666666666,0.6666666666666666,0.32,0.43243243243243246,0.391304347826087,0.4090909090909091,0.4,0.4264705882352941,0.4393939393939394,0.43283582089552236,0.35294117647058826,0.42105263157894735,0.384,,,,,
fold_raw,MUV,2026,0.4120603015075377,0.3046949038942676,0.7738693467336684,0.4472361809045226,0.1407035175879397,5.0,797.0,199.0,0.32663316582914576,2.34,0.0,0.0,0.0,0.4117647058823529,0.2916666666666667,0.34146341463414637,0.2916666666666667,0.15555555555555556,0.2028985507246377,0.41,0.6307692307692307,0.49696969696969695,0.5,0.46551724137931033,0.48214285714285715,,,,,
seed_summary,MUV,42,0.4367839195979899,0.36257593776145614,0.7358492462311558,0.4196934673366834,0.14352261306532665,,,,,,,,,,,,,,,,,,,,,0.03053854469441407,0.04449853644361636,0.06897189130257186,0.012672192191487885,0.032680167667158116
seed_summary,MUV,3407,0.4266984924623115,0.35041270982071654,0.7660452261306533,0.4247236180904522,0.14857788944723618,,,,,,,,,,,,,,,,,,,,,0.011351496300972982,0.01969967756694863,0.02446170302278399,0.02574708823757193,0.021628449517699683
seed_summary,MUV,2026,0.4236934673366834,0.3668317894376194,0.764070351758794,0.4317286432160804,0.14457788944723618,,,,,,,,,,,,,,,,,,,,,0.01682376112558206,0.03738566994079194,0.0522558704169252,0.019807525647361966,0.022298031687028548
final,MUV,all,0.42905862646566156,0.35994014567326404,0.7553216080402011,0.4253819095477387,0.14555946398659966,,,,,,,,,,,,,,,,,,,,,0.006856942429881788,0.008520979627700143,0.01689244470208293,0.006044532682024072,0.0026667529425535587
