step,source_step,combination,modalities,fold,training_seed,evaluation_count,checkpoint,parameter_count,baseline_accuracy,baseline_macro_f1,baseline_confusion_matrix,deeplift
step_07_N,step_06_N,M+MR,"['M', 'MR']",1,2026,202,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_01/M_MR/seed_2026/checkpoints/last.pth,23527685,0.4603960396039604,0.3947357187696171,"[[1, 4, 1, 0, 2], [2, 17, 4, 1, 1], [3, 9, 9, 19, 5], [0, 3, 10, 25, 28], [1, 1, 6, 9, 41]]","{'M': {'mean_abs_attribution': 0.00028003680898397605, 'std_abs_attribution': 0.0001108594804341476, 'mean_attribution_fraction': 0.4440804048634992}, 'MR': {'mean_abs_attribution': 0.0003595450998725955, 'std_abs_attribution': 0.0001692549855150094, 'mean_attribution_fraction': 0.5559195936611383}}"
step_07_N,step_06_N,M+MR,"['M', 'MR']",2,2026,200,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_02/M_MR/seed_2026/checkpoints/last.pth,23527685,0.545,0.43869265062095303,"[[0, 4, 2, 0, 1], [0, 13, 6, 5, 1], [0, 5, 26, 10, 4], [0, 3, 16, 33, 13], [0, 1, 6, 14, 37]]","{'M': {'mean_abs_attribution': 0.0002208722482828307, 'std_abs_attribution': 8.124146720935945e-05, 'mean_attribution_fraction': 0.458889150172472}, 'MR': {'mean_abs_attribution': 0.0002622932540907641, 'std_abs_attribution': 0.00010511858478380303, 'mean_attribution_fraction': 0.541110855191946}}"
step_07_N,step_06_N,M+MR,"['M', 'MR']",3,2026,199,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_03/M_MR/seed_2026/checkpoints/last.pth,23527685,0.45226130653266333,0.3716614027142711,"[[0, 4, 0, 1, 2], [1, 12, 4, 1, 7], [0, 6, 19, 13, 7], [1, 2, 11, 29, 22], [0, 0, 9, 18, 30]]","{'M': {'mean_abs_attribution': 0.0001885880820970016, 'std_abs_attribution': 6.735569204685788e-05, 'mean_attribution_fraction': 0.452811479418721}, 'MR': {'mean_abs_attribution': 0.0002302976897212761, 'std_abs_attribution': 8.777354698659355e-05, 'mean_attribution_fraction': 0.547188518784154}}"
step_07_N,step_06_N,M+MR,"['M', 'MR']",4,2026,198,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_04/M_MR/seed_2026/checkpoints/last.pth,23527685,0.45454545454545453,0.39621300548043326,"[[1, 4, 1, 1, 0], [1, 10, 9, 3, 1], [1, 10, 17, 13, 4], [0, 2, 14, 27, 22], [0, 2, 7, 13, 35]]","{'M': {'mean_abs_attribution': 0.00028857221457086543, 'std_abs_attribution': 0.00010209739450393387, 'mean_attribution_fraction': 0.4508407638229505}, 'MR': {'mean_abs_attribution': 0.00035303008479961064, 'std_abs_attribution': 0.00012835359809879073, 'mean_attribution_fraction': 0.5491592409935865}}"
step_07_N,step_06_N,M+MR,"['M', 'MR']",5,2026,197,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_05/M_MR/seed_2026/checkpoints/last.pth,23527685,0.41116751269035534,0.4127328608102442,"[[3, 1, 2, 1, 0], [3, 11, 7, 3, 0], [2, 9, 18, 9, 6], [0, 1, 26, 15, 23], [0, 0, 12, 11, 34]]","{'M': {'mean_abs_attribution': 0.0002159605437324165, 'std_abs_attribution': 7.763497115269167e-05, 'mean_attribution_fraction': 0.4497076977933119}, 'MR': {'mean_abs_attribution': 0.0002674924242658881, 'std_abs_attribution': 0.00010579271676664432, 'mean_attribution_fraction': 0.550292302357969}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",1,42,202,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_01/M_MB_MR/seed_42/checkpoints/last.pth,23537093,0.4603960396039604,0.3707380623497284,"[[0, 2, 4, 2, 0], [5, 8, 7, 5, 0], [2, 3, 18, 19, 3], [0, 1, 10, 32, 23], [0, 0, 5, 18, 35]]","{'M': {'mean_abs_attribution': 0.00012084615678255017, 'std_abs_attribution': 4.345373480025413e-05, 'mean_attribution_fraction': 0.32017708746808593}, 'MB': {'mean_abs_attribution': 0.00010917901108588904, 'std_abs_attribution': 3.933440938057451e-05, 'mean_attribution_fraction': 0.2895781110861514}, 'MR': {'mean_abs_attribution': 0.00014720296388590537, 'std_abs_attribution': 5.330448296272959e-05, 'mean_attribution_fraction': 0.39024479746228397}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",2,42,200,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_02/M_MB_MR/seed_42/checkpoints/last.pth,23537093,0.45,0.36141721228829243,"[[0, 3, 2, 1, 1], [1, 14, 2, 7, 1], [0, 5, 10, 16, 14], [0, 5, 9, 34, 17], [0, 0, 2, 24, 32]]","{'M': {'mean_abs_attribution': 0.0001393015804569586, 'std_abs_attribution': 6.100903350509846e-05, 'mean_attribution_fraction': 0.32349914088845255}, 'MB': {'mean_abs_attribution': 0.00012244176425156185, 'std_abs_attribution': 4.816479449188943e-05, 'mean_attribution_fraction': 0.28910977981984615}, 'MR': {'mean_abs_attribution': 0.00016878588667168515, 'std_abs_attribution': 8.155112306393774e-05, 'mean_attribution_fraction': 0.38739108011126516}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",3,42,199,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_03/M_MB_MR/seed_42/checkpoints/last.pth,23537093,0.45226130653266333,0.3642716421130328,"[[0, 5, 1, 0, 1], [1, 11, 7, 3, 3], [2, 6, 16, 14, 7], [1, 1, 13, 34, 16], [0, 1, 10, 17, 29]]","{'M': {'mean_abs_attribution': 0.00015457859401761943, 'std_abs_attribution': 6.115916777064762e-05, 'mean_attribution_fraction': 0.3225496099821886}, 'MB': {'mean_abs_attribution': 0.0001354481450217102, 'std_abs_attribution': 5.260412564628787e-05, 'mean_attribution_fraction': 0.2839513112552202}, 'MR': {'mean_abs_attribution': 0.00018962761867295918, 'std_abs_attribution': 7.778004905652916e-05, 'mean_attribution_fraction': 0.39349907756450786}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",4,42,198,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_04/M_MB_MR/seed_42/checkpoints/last.pth,23537093,0.41414141414141414,0.3335053243826573,"[[0, 4, 1, 2, 0], [3, 10, 8, 2, 1], [3, 10, 12, 16, 4], [0, 0, 15, 27, 23], [0, 0, 8, 16, 33]]","{'M': {'mean_abs_attribution': 0.00015113595751851486, 'std_abs_attribution': 5.0360955427596934e-05, 'mean_attribution_fraction': 0.31236101069835703}, 'MB': {'mean_abs_attribution': 0.000139733006245947, 'std_abs_attribution': 4.606764227337087e-05, 'mean_attribution_fraction': 0.28950874943925875}, 'MR': {'mean_abs_attribution': 0.00019160643694134466, 'std_abs_attribution': 6.054832758454939e-05, 'mean_attribution_fraction': 0.3981302382066996}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",5,42,197,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_05/M_MB_MR/seed_42/checkpoints/last.pth,23537093,0.467005076142132,0.40616446578631454,"[[1, 1, 3, 1, 1], [2, 13, 7, 1, 1], [2, 6, 13, 17, 6], [0, 2, 13, 39, 11], [2, 3, 5, 21, 26]]","{'M': {'mean_abs_attribution': 0.0001480277598122558, 'std_abs_attribution': 4.692838286484429e-05, 'mean_attribution_fraction': 0.3197204199841785}, 'MB': {'mean_abs_attribution': 0.00013194489730465898, 'std_abs_attribution': 3.812635478731397e-05, 'mean_attribution_fraction': 0.2867520335059481}, 'MR': {'mean_abs_attribution': 0.0001836703284120608, 'std_abs_attribution': 6.391289740159212e-05, 'mean_attribution_fraction': 0.3935275480226817}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",1,3407,202,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_01/M_MB_MR/seed_3407/checkpoints/last.pth,23537093,0.47029702970297027,0.3830255626374014,"[[0, 3, 4, 1, 0], [1, 13, 7, 3, 1], [2, 5, 15, 16, 7], [0, 1, 8, 24, 33], [0, 0, 6, 9, 43]]","{'M': {'mean_abs_attribution': 0.00018767699601643346, 'std_abs_attribution': 8.159725728010186e-05, 'mean_attribution_fraction': 0.3273485578080215}, 'MB': {'mean_abs_attribution': 0.00015890556566620657, 'std_abs_attribution': 6.583771582382047e-05, 'mean_attribution_fraction': 0.28027734322713155}, 'MR': {'mean_abs_attribution': 0.00022531578252881553, 'std_abs_attribution': 9.824220479922058e-05, 'mean_attribution_fraction': 0.3923740974157163}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",2,3407,200,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_02/M_MB_MR/seed_3407/checkpoints/last.pth,23537093,0.51,0.41543258445964987,"[[0, 6, 1, 0, 0], [0, 15, 7, 2, 1], [0, 7, 26, 5, 7], [1, 5, 21, 25, 13], [0, 0, 5, 17, 36]]","{'M': {'mean_abs_attribution': 0.00011916985580683104, 'std_abs_attribution': 3.881310829950544e-05, 'mean_attribution_fraction': 0.31433636844158175}, 'MB': {'mean_abs_attribution': 0.00010715976568462793, 'std_abs_attribution': 3.454586280662864e-05, 'mean_attribution_fraction': 0.2830008854717016}, 'MR': {'mean_abs_attribution': 0.00015378125877759885, 'std_abs_attribution': 5.412304254376423e-05, 'mean_attribution_fraction': 0.40266274511814115}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",3,3407,199,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_03/M_MB_MR/seed_3407/checkpoints/last.pth,23537093,0.47738693467336685,0.37196670695667455,"[[0, 5, 1, 0, 1], [0, 8, 10, 3, 4], [1, 4, 19, 11, 10], [1, 0, 11, 36, 17], [0, 0, 7, 18, 32]]","{'M': {'mean_abs_attribution': 0.00013098077326147213, 'std_abs_attribution': 4.4082802834192486e-05, 'mean_attribution_fraction': 0.3189775551383819}, 'MB': {'mean_abs_attribution': 0.00011758256610234305, 'std_abs_attribution': 3.92406717703583e-05, 'mean_attribution_fraction': 0.2867976811962511}, 'MR': {'mean_abs_attribution': 0.00016265611221894492, 'std_abs_attribution': 5.6466990319729594e-05, 'mean_attribution_fraction': 0.39422476126920036}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",4,3407,198,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_04/M_MB_MR/seed_3407/checkpoints/last.pth,23537093,0.4393939393939394,0.3745840305990939,"[[1, 3, 1, 1, 1], [2, 8, 9, 2, 3], [3, 7, 16, 14, 5], [0, 2, 15, 28, 20], [0, 0, 6, 17, 34]]","{'M': {'mean_abs_attribution': 0.00012196207052226662, 'std_abs_attribution': 3.891879199035094e-05, 'mean_attribution_fraction': 0.3200627761055725}, 'MB': {'mean_abs_attribution': 0.00010633606974016687, 'std_abs_attribution': 3.4068399382837037e-05, 'mean_attribution_fraction': 0.27916230810712084}, 'MR': {'mean_abs_attribution': 0.00015247534916264645, 'std_abs_attribution': 4.834852499538009e-05, 'mean_attribution_fraction': 0.40077492203375303}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",5,3407,197,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_05/M_MB_MR/seed_3407/checkpoints/last.pth,23537093,0.5076142131979695,0.4621006208125884,"[[1, 2, 2, 2, 0], [1, 17, 3, 1, 2], [2, 3, 17, 19, 3], [0, 3, 7, 33, 22], [0, 2, 7, 16, 32]]","{'M': {'mean_abs_attribution': 0.00014196222387715171, 'std_abs_attribution': 6.143866563300378e-05, 'mean_attribution_fraction': 0.3209727710576227}, 'MB': {'mean_abs_attribution': 0.0001226751604188366, 'std_abs_attribution': 4.834635532339772e-05, 'mean_attribution_fraction': 0.2808589604754133}, 'MR': {'mean_abs_attribution': 0.0001770640005931367, 'std_abs_attribution': 8.010715683733183e-05, 'mean_attribution_fraction': 0.3981682703579743}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",1,2026,202,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_01/M_MB_MR/seed_2026/checkpoints/last.pth,23537093,0.39603960396039606,0.3437131289762869,"[[1, 1, 6, 0, 0], [3, 7, 9, 5, 1], [2, 1, 12, 24, 6], [0, 0, 15, 23, 28], [0, 1, 8, 12, 37]]","{'M': {'mean_abs_attribution': 0.00015474999353239465, 'std_abs_attribution': 5.3004366076755026e-05, 'mean_attribution_fraction': 0.32505998782592244}, 'MB': {'mean_abs_attribution': 0.000135573129984262, 'std_abs_attribution': 4.6504546925313416e-05, 'mean_attribution_fraction': 0.2853207612539282}, 'MR': {'mean_abs_attribution': 0.00018610709226813565, 'std_abs_attribution': 6.671860402994518e-05, 'mean_attribution_fraction': 0.3896192533544975}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",2,2026,200,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_02/M_MB_MR/seed_2026/checkpoints/last.pth,23537093,0.47,0.4221880941933597,"[[1, 1, 2, 1, 2], [1, 12, 9, 3, 0], [0, 6, 24, 7, 8], [0, 4, 21, 18, 22], [0, 0, 7, 12, 39]]","{'M': {'mean_abs_attribution': 0.00013825505438944675, 'std_abs_attribution': 5.523480616884332e-05, 'mean_attribution_fraction': 0.3274248185008764}, 'MB': {'mean_abs_attribution': 0.00011702743571731844, 'std_abs_attribution': 4.24103514074149e-05, 'mean_attribution_fraction': 0.28086324855685235}, 'MR': {'mean_abs_attribution': 0.00016532740022739745, 'std_abs_attribution': 6.868209925027123e-05, 'mean_attribution_fraction': 0.3917119345068932}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",3,2026,199,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_03/M_MB_MR/seed_2026/checkpoints/last.pth,23537093,0.44221105527638194,0.3865539344182391,"[[1, 4, 1, 1, 0], [1, 12, 4, 3, 5], [2, 5, 11, 24, 3], [1, 0, 9, 42, 13], [0, 0, 3, 32, 22]]","{'M': {'mean_abs_attribution': 0.0001292167701708719, 'std_abs_attribution': 5.10965485911968e-05, 'mean_attribution_fraction': 0.32915166694315234}, 'MB': {'mean_abs_attribution': 0.00011179537111489645, 'std_abs_attribution': 4.319652563393271e-05, 'mean_attribution_fraction': 0.2860247413417203}, 'MR': {'mean_abs_attribution': 0.0001504446325033035, 'std_abs_attribution': 5.711430451814519e-05, 'mean_attribution_fraction': 0.38482359051704407}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",4,2026,198,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_04/M_MB_MR/seed_2026/checkpoints/last.pth,23537093,0.4393939393939394,0.3671021243083469,"[[1, 3, 2, 0, 1], [3, 9, 7, 3, 2], [3, 10, 15, 13, 4], [1, 4, 14, 21, 25], [0, 0, 9, 7, 41]]","{'M': {'mean_abs_attribution': 0.0001672758654155651, 'std_abs_attribution': 6.66809067315724e-05, 'mean_attribution_fraction': 0.32358479650333677}, 'MB': {'mean_abs_attribution': 0.00014809592131782802, 'std_abs_attribution': 6.105669779417264e-05, 'mean_attribution_fraction': 0.2864664878056507}, 'MR': {'mean_abs_attribution': 0.00020115760704320196, 'std_abs_attribution': 7.912811934325669e-05, 'mean_attribution_fraction': 0.38994871441161993}}"
step_07_N,step_06_N,M+MB+MR,"['M', 'MB', 'MR']",5,2026,197,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_05/M_MB_MR/seed_2026/checkpoints/last.pth,23537093,0.4619289340101523,0.4302174996720452,"[[2, 0, 3, 0, 2], [2, 8, 13, 0, 1], [2, 1, 25, 8, 8], [0, 0, 25, 19, 21], [1, 0, 11, 8, 37]]","{'M': {'mean_abs_attribution': 0.00016987881814008507, 'std_abs_attribution': 5.862186416761493e-05, 'mean_attribution_fraction': 0.3155819996813227}, 'MB': {'mean_abs_attribution': 0.00015639412927596127, 'std_abs_attribution': 5.573232615104326e-05, 'mean_attribution_fraction': 0.29033205185444827}, 'MR': {'mean_abs_attribution': 0.00021545993232730833, 'std_abs_attribution': 8.785881152966817e-05, 'mean_attribution_fraction': 0.3940859441527255}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",1,42,202,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_01/M_MB_MP_MR_MUV/seed_42/checkpoints/last.pth,23555909,0.4603960396039604,0.4259199722706425,"[[2, 4, 0, 1, 1], [0, 10, 12, 2, 1], [2, 6, 15, 20, 2], [1, 0, 15, 30, 20], [0, 0, 10, 12, 36]]","{'M': {'mean_abs_attribution': 6.0008231113249285e-05, 'std_abs_attribution': 2.270713781541914e-05, 'mean_attribution_fraction': 0.19700248244375285}, 'MB': {'mean_abs_attribution': 5.3442520081739306e-05, 'std_abs_attribution': 2.1373002227532087e-05, 'mean_attribution_fraction': 0.1746330425733387}, 'MP': {'mean_abs_attribution': 6.83240778016625e-05, 'std_abs_attribution': 2.9672711766886732e-05, 'mean_attribution_fraction': 0.22086565535847502}, 'MR': {'mean_abs_attribution': 7.269783434659787e-05, 'std_abs_attribution': 2.7099687601902258e-05, 'mean_attribution_fraction': 0.23942562886098823}, 'MUV': {'mean_abs_attribution': 5.1789120055281554e-05, 'std_abs_attribution': 2.1624044711823716e-05, 'mean_attribution_fraction': 0.1680731872225752}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",2,42,200,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_02/M_MB_MP_MR_MUV/seed_42/checkpoints/last.pth,23555909,0.525,0.40809013260476606,"[[0, 4, 0, 2, 1], [1, 15, 3, 5, 1], [0, 9, 11, 17, 8], [0, 5, 8, 40, 12], [0, 0, 1, 18, 39]]","{'M': {'mean_abs_attribution': 6.263312454393599e-05, 'std_abs_attribution': 2.4011076370664734e-05, 'mean_attribution_fraction': 0.19273077234625816}, 'MB': {'mean_abs_attribution': 5.6559275017207255e-05, 'std_abs_attribution': 2.3348275113206143e-05, 'mean_attribution_fraction': 0.17242540180683136}, 'MP': {'mean_abs_attribution': 7.557845701740007e-05, 'std_abs_attribution': 3.952895177445823e-05, 'mean_attribution_fraction': 0.2224664106220007}, 'MR': {'mean_abs_attribution': 7.797187694450259e-05, 'std_abs_attribution': 3.070894723177747e-05, 'mean_attribution_fraction': 0.2399473326653242}, 'MUV': {'mean_abs_attribution': 5.834679325744219e-05, 'std_abs_attribution': 3.028410734976597e-05, 'mean_attribution_fraction': 0.1724300839006901}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",3,42,199,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_03/M_MB_MP_MR_MUV/seed_42/checkpoints/last.pth,23555909,0.5025125628140703,0.4046413024568364,"[[0, 4, 2, 0, 1], [0, 13, 6, 3, 3], [1, 6, 18, 14, 6], [0, 0, 12, 43, 10], [0, 0, 8, 23, 26]]","{'M': {'mean_abs_attribution': 6.557451912277114e-05, 'std_abs_attribution': 2.4556934820256093e-05, 'mean_attribution_fraction': 0.18933040053401162}, 'MB': {'mean_abs_attribution': 6.056954475181428e-05, 'std_abs_attribution': 2.2755981211692593e-05, 'mean_attribution_fraction': 0.17459545715070848}, 'MP': {'mean_abs_attribution': 7.723399385350379e-05, 'std_abs_attribution': 2.971874089788124e-05, 'mean_attribution_fraction': 0.22335587554241546}, 'MR': {'mean_abs_attribution': 8.264537627015195e-05, 'std_abs_attribution': 3.0134763212923104e-05, 'mean_attribution_fraction': 0.23962201230490027}, 'MUV': {'mean_abs_attribution': 5.9622514189087e-05, 'std_abs_attribution': 2.194587765297166e-05, 'mean_attribution_fraction': 0.17309625424332356}}"
